epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,90.0792,0.64658,0.42539,0.94623,0.99146,0.99487,0.99066,0.83066,0.65593,0.36799,0.88193,0.00101488,0.00101488,0.00101488
21,94.3963,0.65712,0.412,0.93132,0.98334,0.99487,0.98974,0.82323,0.66058,0.38447,0.87226,0.0010025,0.0010025,0.0010025
22,98.6508,0.64342,0.39227,0.9304,0.99452,0.99487,0.99074,0.81868,0.64495,0.34592,0.87073,0.000990125,0.000990125,0.000990125
23,102.907,0.63281,0.40572,0.91555,0.99466,0.99487,0.99082,0.8484,0.60671,0.31434,0.86494,0.00097775,0.00097775,0.00097775
24,107.217,0.62934,0.40104,0.93272,0.99526,0.99487,0.99091,0.86727,0.59195,0.30869,0.85758,0.000965375,0.000965375,0.000965375
25,111.598,0.62573,0.38496,0.93396,0.99637,0.99487,0.99089,0.87649,0.57971,0.31692,0.84138,0.000953,0.000953,0.000953
26,115.847,0.62629,0.39227,0.90345,0.99675,0.99487,0.99101,0.86963,0.58623,0.32651,0.83924,0.000940625,0.000940625,0.000940625
27,120.118,0.6126,0.38726,0.91978,0.99675,0.99487,0.99101,0.86963,0.58623,0.32651,0.83924,0.00092825,0.00092825,0.00092825
28,124.343,0.61938,0.37763,0.9305,0.99672,0.99487,0.99108,0.8627,0.56439,0.32141,0.83477,0.000915875,0.000915875,0.000915875
29,128.617,0.57823,0.38097,0.90905,0.99685,0.99487,0.99115,0.87355,0.52874,0.29746,0.82627,0.0009035,0.0009035,0.0009035
30,133.958,0.58362,0.36287,0.91213,0.99699,0.99487,0.99122,0.8798,0.52692,0.2927,0.82577,0.000891125,0.000891125,0.000891125
31,138.249,0.60127,0.37121,0.93996,0.99697,0.99487,0.99138,0.87962,0.53328,0.29841,0.82958,0.00087875,0.00087875,0.00087875
32,142.493,0.56242,0.33556,0.92129,0.99706,0.99487,0.99149,0.87564,0.55215,0.30617,0.83342,0.000866375,0.000866375,0.000866375
33,146.759,0.58401,0.35577,0.91764,0.99712,0.99487,0.99153,0.8725,0.56472,0.30685,0.83571,0.000854,0.000854,0.000854
34,151.096,0.58662,0.35212,0.91812,0.99721,0.99487,0.99156,0.87302,0.54813,0.28637,0.83766,0.000841625,0.000841625,0.000841625
35,155.428,0.55589,0.34305,0.91431,0.99718,0.99487,0.99168,0.87197,0.55019,0.28646,0.8437,0.00082925,0.00082925,0.00082925
36,159.726,0.56881,0.32842,0.92272,0.99718,0.99487,0.99157,0.87696,0.54414,0.28149,0.84311,0.000816875,0.000816875,0.000816875
37,164.073,0.53398,0.32523,0.90068,0.99718,0.99487,0.99166,0.86964,0.55853,0.2779,0.84223,0.0008045,0.0008045,0.0008045
38,168.374,0.55814,0.33748,0.91044,0.99718,0.99487,0.9917,0.86563,0.55485,0.27655,0.84227,0.000792125,0.000792125,0.000792125
39,172.66,0.57953,0.33266,0.9331,0.99737,0.99487,0.99185,0.86736,0.52901,0.2754,0.83652,0.00077975,0.00077975,0.00077975
40,176.953,0.57478,0.33403,0.89726,0.99758,0.99487,0.99197,0.87031,0.5108,0.28039,0.83009,0.000767375,0.000767375,0.000767375
41,181.232,0.57338,0.33545,0.89367,0.99769,0.99487,0.99189,0.87582,0.51065,0.28172,0.82412,0.000755,0.000755,0.000755
42,185.699,0.54263,0.3211,0.91002,0.99784,0.99487,0.99176,0.8857,0.51893,0.28486,0.82295,0.000742625,0.000742625,0.000742625
43,190.128,0.55208,0.32645,0.91628,0.99784,0.99487,0.99176,0.8857,0.51893,0.28486,0.82295,0.00073025,0.00073025,0.00073025
44,194.406,0.5565,0.3224,0.92795,0.99799,0.99487,0.99163,0.8919,0.51484,0.28872,0.82351,0.000717875,0.000717875,0.000717875
45,198.744,0.55627,0.3207,0.9117,0.99805,0.99487,0.99158,0.89539,0.50127,0.28314,0.81914,0.0007055,0.0007055,0.0007055
46,203.084,0.51676,0.31053,0.89248,0.99806,0.99487,0.99167,0.89126,0.49981,0.27644,0.81762,0.000693125,0.000693125,0.000693125
47,207.394,0.55155,0.31757,0.9381,0.99805,0.99487,0.99175,0.88505,0.51497,0.27189,0.82407,0.00068075,0.00068075,0.00068075
48,211.669,0.54752,0.31358,0.91336,0.99794,0.99487,0.99192,0.88022,0.52679,0.27337,0.83025,0.000668375,0.000668375,0.000668375
49,216.026,0.5228,0.30718,0.90166,0.99791,0.99487,0.99202,0.89158,0.50825,0.27117,0.82559,0.000656,0.000656,0.000656
50,220.347,0.50856,0.30762,0.89399,0.99782,0.99487,0.99214,0.89912,0.49532,0.26844,0.82198,0.000643625,0.000643625,0.000643625
51,224.632,0.52843,0.31926,0.90594,0.99777,0.99487,0.99198,0.89831,0.49233,0.26197,0.81474,0.00063125,0.00063125,0.00063125
52,228.938,0.54379,0.31037,0.91245,0.99776,0.99487,0.99189,0.89837,0.49001,0.25536,0.81228,0.000618875,0.000618875,0.000618875
53,233.361,0.52491,0.30103,0.9023,0.99752,0.99477,0.99189,0.89528,0.49441,0.25729,0.81405,0.0006065,0.0006065,0.0006065
54,237.768,0.52326,0.30546,0.90272,0.99737,0.99465,0.99191,0.89253,0.49912,0.26509,0.81721,0.000594125,0.000594125,0.000594125
55,242.288,0.54372,0.29979,0.9056,0.99719,0.99457,0.99202,0.88869,0.51704,0.27902,0.82237,0.00058175,0.00058175,0.00058175
56,246.639,0.53526,0.32306,0.90607,0.9973,0.99461,0.99178,0.8851,0.52791,0.28527,0.82638,0.000569375,0.000569375,0.000569375
57,251.11,0.53032,0.30472,0.91589,0.99733,0.99461,0.99164,0.88956,0.51655,0.28085,0.82688,0.000557,0.000557,0.000557
58,255.91,0.52575,0.30325,0.88965,0.99747,0.99465,0.99172,0.89212,0.49639,0.26459,0.82662,0.000544625,0.000544625,0.000544625
59,261.2,0.50751,0.28586,0.89223,0.99747,0.99465,0.99172,0.89212,0.49639,0.26459,0.82662,0.00053225,0.00053225,0.00053225
60,265.633,0.48872,0.29551,0.90052,0.9976,0.99464,0.99184,0.89573,0.49544,0.2588,0.8284,0.000519875,0.000519875,0.000519875
61,270.062,0.50553,0.2881,0.9047,0.99767,0.99462,0.99188,0.89645,0.50209,0.25649,0.82433,0.0005075,0.0005075,0.0005075
62,274.452,0.49992,0.29764,0.90928,0.99782,0.99468,0.99197,0.90324,0.49444,0.25072,0.81743,0.000495125,0.000495125,0.000495125
63,278.793,0.51447,0.29612,0.88838,0.99792,0.9948,0.9921,0.90429,0.48446,0.24571,0.81172,0.00048275,0.00048275,0.00048275
64,283.075,0.49354,0.28657,0.88382,0.99794,0.99487,0.99226,0.89801,0.49014,0.24446,0.81163,0.000470375,0.000470375,0.000470375
65,287.455,0.50876,0.28193,0.89418,0.99791,0.99487,0.9922,0.89417,0.49661,0.24511,0.81263,0.000458,0.000458,0.000458
66,291.941,0.5259,0.29273,0.92112,0.9979,0.99487,0.99221,0.89614,0.49629,0.2455,0.81198,0.000445625,0.000445625,0.000445625
67,296.283,0.51895,0.30523,0.90229,0.99787,0.99487,0.99231,0.89938,0.48911,0.24322,0.8103,0.00043325,0.00043325,0.00043325
68,300.59,0.48521,0.28544,0.88035,0.99783,0.99487,0.99241,0.90434,0.48185,0.24011,0.80919,0.000420875,0.000420875,0.000420875
69,304.944,0.47127,0.28161,0.88725,0.9978,0.99487,0.99231,0.90554,0.47871,0.242,0.80867,0.0004085,0.0004085,0.0004085
70,309.326,0.49108,0.28174,0.8952,0.99781,0.99487,0.99239,0.90747,0.48344,0.25007,0.81024,0.000396125,0.000396125,0.000396125
71,313.757,0.50013,0.28914,0.89576,0.99787,0.99487,0.99233,0.90881,0.48368,0.25907,0.81075,0.00038375,0.00038375,0.00038375
72,318.132,0.4879,0.2881,0.92547,0.99792,0.99487,0.99225,0.90898,0.47891,0.25124,0.81081,0.000371375,0.000371375,0.000371375
73,324.059,0.48323,0.29279,0.89076,0.99794,0.99487,0.9925,0.9075,0.48264,0.24937,0.81231,0.000359,0.000359,0.000359
74,328.42,0.51174,0.28428,0.91785,0.99793,0.99487,0.99283,0.90463,0.49016,0.24592,0.81358,0.000346625,0.000346625,0.000346625
75,332.83,0.47533,0.28129,0.89737,0.99793,0.99487,0.99283,0.90463,0.49016,0.24592,0.81358,0.00033425,0.00033425,0.00033425
76,337.185,0.48511,0.27758,0.87835,0.99793,0.99487,0.99299,0.90258,0.49472,0.24675,0.81346,0.000321875,0.000321875,0.000321875
77,341.538,0.49304,0.28481,0.90494,0.99796,0.99487,0.99312,0.90432,0.49303,0.24378,0.81159,0.0003095,0.0003095,0.0003095
78,345.884,0.49439,0.27787,0.87795,0.99798,0.99487,0.99318,0.90872,0.48793,0.24296,0.80972,0.000297125,0.000297125,0.000297125
79,350.314,0.48249,0.27418,0.89584,0.998,0.99487,0.993,0.9094,0.47715,0.24238,0.80775,0.00028475,0.00028475,0.00028475
80,354.755,0.48805,0.26889,0.88875,0.99982,0.99487,0.99281,0.91201,0.46962,0.24067,0.80606,0.000272375,0.000272375,0.000272375
81,359.145,0.5082,0.29409,0.88874,0.99982,0.99487,0.99271,0.9096,0.46869,0.24044,0.80479,0.00026,0.00026,0.00026
82,363.602,0.47251,0.28489,0.88434,0.99982,0.99487,0.99261,0.90735,0.46954,0.239,0.80365,0.000247625,0.000247625,0.000247625
83,367.953,0.482,0.2757,0.90339,0.99982,0.99487,0.99258,0.90869,0.46927,0.23463,0.80349,0.00023525,0.00023525,0.00023525
84,372.429,0.48297,0.27335,0.89286,0.99982,0.99487,0.9926,0.90733,0.46627,0.23281,0.80397,0.000222875,0.000222875,0.000222875
85,376.885,0.48358,0.26866,0.89234,0.99982,0.99487,0.99244,0.90992,0.46647,0.23197,0.80498,0.0002105,0.0002105,0.0002105
86,381.29,0.46799,0.27067,0.88893,0.99982,0.99487,0.99236,0.90798,0.46671,0.23058,0.80546,0.000198125,0.000198125,0.000198125
87,385.659,0.48504,0.28331,0.90036,0.99982,0.99487,0.99239,0.90967,0.46532,0.23036,0.80571,0.00018575,0.00018575,0.00018575
88,391.36,0.50363,0.28033,0.90521,0.99982,0.99487,0.99247,0.91106,0.46487,0.23005,0.80561,0.000173375,0.000173375,0.000173375
89,395.699,0.49815,0.27868,0.89946,0.99982,0.99487,0.99244,0.90979,0.46434,0.2306,0.80479,0.000161,0.000161,0.000161
90,400.06,0.4844,0.27049,0.87004,0.99982,0.99487,0.99267,0.90939,0.46435,0.23132,0.80421,0.000148625,0.000148625,0.000148625
91,422.926,0.5051,0.28304,0.87704,0.99982,0.99487,0.99267,0.90939,0.46435,0.23132,0.80421,0.00013625,0.00013625,0.00013625
92,427.398,0.48686,0.28343,0.88659,0.99982,0.99487,0.9919,0.90742,0.4661,0.2321,0.80371,0.000123875,0.000123875,0.000123875
93,431.741,0.51231,0.28698,0.89936,0.99831,0.99487,0.99161,0.90131,0.47093,0.23346,0.80457,0.0001115,0.0001115,0.0001115
94,437.344,0.52807,0.29169,0.88054,0.99826,0.99487,0.99141,0.89861,0.47475,0.23535,0.80542,9.9125e-05,9.9125e-05,9.9125e-05
95,441.647,0.46922,0.26515,0.87665,0.9982,0.99487,0.99132,0.89914,0.47464,0.23328,0.80536,8.675e-05,8.675e-05,8.675e-05
96,447.554,0.48579,0.27279,0.88378,0.9981,0.99487,0.9913,0.89754,0.47587,0.23229,0.80557,7.4375e-05,7.4375e-05,7.4375e-05
97,452.143,0.49678,0.27457,0.89164,0.99803,0.99487,0.99125,0.89577,0.47637,0.23302,0.80601,6.2e-05,6.2e-05,6.2e-05
98,456.45,0.49424,0.26596,0.87379,0.99801,0.99487,0.99127,0.89645,0.47604,0.23165,0.80633,4.9625e-05,4.9625e-05,4.9625e-05
99,461.861,0.49601,0.27258,0.91351,0.99809,0.99487,0.9913,0.89817,0.47423,0.23092,0.80619,3.725e-05,3.725e-05,3.725e-05
100,466.149,0.48358,0.26123,0.88035,0.99805,0.99487,0.99131,0.8983,0.4743,0.23094,0.80658,2.4875e-05,2.4875e-05,2.4875e-05
