epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,82.1281,1.35857,0.78798,1.08788,0.82549,0.66043,0.74287,0.45419,1.30685,0.76497,1.01342,0.00077975,0.00077975,0.00077975
40,84.1624,1.36416,0.75479,1.02081,0.82549,0.66043,0.74287,0.45419,1.30685,0.76497,1.01342,0.000767375,0.000767375,0.000767375
41,86.2298,1.31326,0.75408,1.0361,0.87032,0.64341,0.74377,0.46196,1.26088,0.73388,0.99872,0.000755,0.000755,0.000755
42,88.3003,1.24498,0.71794,1.0148,0.87032,0.64341,0.74377,0.46196,1.26088,0.73388,0.99872,0.000742625,0.000742625,0.000742625
43,90.3977,1.21796,0.71524,1.05665,0.87032,0.64341,0.74377,0.46196,1.26088,0.73388,0.99872,0.00073025,0.00073025,0.00073025
44,92.4612,1.28757,0.72131,1.02195,0.87994,0.64091,0.75338,0.48468,1.19926,0.70538,0.96924,0.000717875,0.000717875,0.000717875
45,94.5232,1.22637,0.71763,1.02558,0.87994,0.64091,0.75338,0.48468,1.19926,0.70538,0.96924,0.0007055,0.0007055,0.0007055
46,96.5605,1.22585,0.69328,1.06248,0.87994,0.64091,0.75338,0.48468,1.19926,0.70538,0.96924,0.000693125,0.000693125,0.000693125
47,98.6723,1.2539,0.70991,1.05124,0.90494,0.64934,0.78046,0.49947,1.17596,0.68749,0.97026,0.00068075,0.00068075,0.00068075
48,100.724,1.15792,0.65552,1.01322,0.90494,0.64934,0.78046,0.49947,1.17596,0.68749,0.97026,0.000668375,0.000668375,0.000668375
49,102.779,1.28965,0.72979,1.06788,0.89682,0.65521,0.79256,0.51123,1.1384,0.68215,0.96189,0.000656,0.000656,0.000656
50,104.819,1.23062,0.69398,1.04493,0.89682,0.65521,0.79256,0.51123,1.1384,0.68215,0.96189,0.000643625,0.000643625,0.000643625
51,106.94,1.27884,0.68683,1.02027,0.89682,0.65521,0.79256,0.51123,1.1384,0.68215,0.96189,0.00063125,0.00063125,0.00063125
52,109.004,1.27583,0.69127,1.0252,0.94493,0.66054,0.81559,0.5292,1.09543,0.66075,0.96062,0.000618875,0.000618875,0.000618875
53,111.056,1.21691,0.68374,1.04549,0.94493,0.66054,0.81559,0.5292,1.09543,0.66075,0.96062,0.0006065,0.0006065,0.0006065
54,113.096,1.2716,0.6849,1.0126,0.94493,0.66054,0.81559,0.5292,1.09543,0.66075,0.96062,0.000594125,0.000594125,0.000594125
55,115.207,1.14614,0.64192,1.00733,0.93369,0.66114,0.8155,0.53095,1.09346,0.64725,0.96508,0.00058175,0.00058175,0.00058175
56,117.289,1.2752,0.6726,1.04832,0.93369,0.66114,0.8155,0.53095,1.09346,0.64725,0.96508,0.000569375,0.000569375,0.000569375
57,119.34,1.15002,0.62507,0.99436,0.93931,0.67962,0.82082,0.53553,1.09811,0.63913,0.96309,0.000557,0.000557,0.000557
58,121.382,1.16541,0.62276,1.00122,0.93931,0.67962,0.82082,0.53553,1.09811,0.63913,0.96309,0.000544625,0.000544625,0.000544625
59,123.471,1.14657,0.62661,0.9819,0.93931,0.67962,0.82082,0.53553,1.09811,0.63913,0.96309,0.00053225,0.00053225,0.00053225
60,125.51,1.22447,0.62836,1.02108,0.92556,0.68136,0.8183,0.53451,1.10785,0.61967,0.95613,0.000519875,0.000519875,0.000519875
61,127.542,1.21213,0.68298,1.02006,0.92556,0.68136,0.8183,0.53451,1.10785,0.61967,0.95613,0.0005075,0.0005075,0.0005075
62,129.574,1.16335,0.64566,0.97543,0.92556,0.68136,0.8183,0.53451,1.10785,0.61967,0.95613,0.000495125,0.000495125,0.000495125
63,131.689,1.21752,0.62945,0.98503,0.75382,0.79734,0.82172,0.54725,1.10134,0.60444,0.95138,0.00048275,0.00048275,0.00048275
64,133.723,1.18738,0.64468,0.99523,0.75382,0.79734,0.82172,0.54725,1.10134,0.60444,0.95138,0.000470375,0.000470375,0.000470375
65,135.781,1.19613,0.64139,0.99694,0.76867,0.79512,0.82009,0.55523,1.09001,0.58564,0.94584,0.000458,0.000458,0.000458
66,137.818,1.11406,0.60258,0.99998,0.76867,0.79512,0.82009,0.55523,1.09001,0.58564,0.94584,0.000445625,0.000445625,0.000445625
67,139.957,1.12587,0.60025,1.02173,0.76867,0.79512,0.82009,0.55523,1.09001,0.58564,0.94584,0.00043325,0.00043325,0.00043325
68,142.026,1.24141,0.64339,0.99845,0.78001,0.80325,0.82268,0.55935,1.06076,0.56838,0.93826,0.000420875,0.000420875,0.000420875
69,144.076,1.14371,0.64065,1.0136,0.78001,0.80325,0.82268,0.55935,1.06076,0.56838,0.93826,0.0004085,0.0004085,0.0004085
70,146.098,1.24704,0.6502,1.01121,0.78001,0.80325,0.82268,0.55935,1.06076,0.56838,0.93826,0.000396125,0.000396125,0.000396125
71,148.145,1.19908,0.644,1.01917,0.79618,0.80325,0.82942,0.56511,1.03551,0.56581,0.9341,0.00038375,0.00038375,0.00038375
72,150.255,1.16764,0.64201,1.03366,0.79618,0.80325,0.82942,0.56511,1.03551,0.56581,0.9341,0.000371375,0.000371375,0.000371375
73,152.32,1.08196,0.57392,0.97357,0.78837,0.80584,0.83337,0.56502,1.02498,0.57199,0.92967,0.000359,0.000359,0.000359
74,154.381,1.14639,0.61427,1.00646,0.78837,0.80584,0.83337,0.56502,1.02498,0.57199,0.92967,0.000346625,0.000346625,0.000346625
75,156.441,1.15579,0.6235,1.01498,0.78837,0.80584,0.83337,0.56502,1.02498,0.57199,0.92967,0.00033425,0.00033425,0.00033425
76,158.554,1.15256,0.60158,1.02143,0.79239,0.81133,0.83879,0.56928,1.01711,0.57697,0.92798,0.000321875,0.000321875,0.000321875
77,160.618,1.14039,0.63675,0.99399,0.79239,0.81133,0.83879,0.56928,1.01711,0.57697,0.92798,0.0003095,0.0003095,0.0003095
78,162.656,1.1787,0.60661,1.00579,0.79239,0.81133,0.83879,0.56928,1.01711,0.57697,0.92798,0.000297125,0.000297125,0.000297125
79,164.695,1.12805,0.59445,0.99589,0.78459,0.81436,0.84014,0.57356,1.01612,0.58683,0.92772,0.00028475,0.00028475,0.00028475
80,166.746,1.12277,0.60029,0.98788,0.78459,0.81436,0.84014,0.57356,1.01612,0.58683,0.92772,0.000272375,0.000272375,0.000272375
81,168.855,1.10212,0.59526,0.95763,0.79123,0.81669,0.84343,0.57412,1.0159,0.58529,0.92662,0.00026,0.00026,0.00026
82,170.912,1.1293,0.60153,0.99911,0.79123,0.81669,0.84343,0.57412,1.0159,0.58529,0.92662,0.000247625,0.000247625,0.000247625
83,172.962,1.10458,0.56778,0.99958,0.79123,0.81669,0.84343,0.57412,1.0159,0.58529,0.92662,0.00023525,0.00023525,0.00023525
84,175.025,1.11217,0.6009,0.99604,0.80376,0.82014,0.8454,0.57293,1.01448,0.58158,0.9254,0.000222875,0.000222875,0.000222875
85,177.17,1.04951,0.55981,0.95824,0.80376,0.82014,0.8454,0.57293,1.01448,0.58158,0.9254,0.0002105,0.0002105,0.0002105
86,179.194,1.08275,0.5867,0.98003,0.80376,0.82014,0.8454,0.57293,1.01448,0.58158,0.9254,0.000198125,0.000198125,0.000198125
87,181.25,1.16142,0.59655,0.98987,0.80428,0.81645,0.84593,0.57176,1.01039,0.57688,0.92367,0.00018575,0.00018575,0.00018575
88,183.297,1.08957,0.60063,0.99272,0.80428,0.81645,0.84593,0.57176,1.01039,0.57688,0.92367,0.000173375,0.000173375,0.000173375
89,185.423,1.14532,0.61184,1.02866,0.83698,0.78817,0.84705,0.57347,1.00796,0.57429,0.92327,0.000161,0.000161,0.000161
90,187.463,1.14371,0.61511,0.99818,0.83698,0.78817,0.84705,0.57347,1.00796,0.57429,0.92327,0.000148625,0.000148625,0.000148625
91,204.998,1.15855,0.6665,1.05173,0.83698,0.78817,0.84705,0.57347,1.00796,0.57429,0.92327,0.00013625,0.00013625,0.00013625
92,207.044,1.20944,0.64341,1.01722,0.81128,0.79999,0.84537,0.5625,1.00912,0.56428,0.92089,0.000123875,0.000123875,0.000123875
93,209.069,1.3579,0.71217,1.03951,0.81128,0.79999,0.84537,0.5625,1.00912,0.56428,0.92089,0.0001115,0.0001115,0.0001115
94,211.186,1.16312,0.63383,1.05766,0.81128,0.79999,0.84537,0.5625,1.00912,0.56428,0.92089,9.9125e-05,9.9125e-05,9.9125e-05
95,213.206,1.20975,0.62919,1.05024,0.78219,0.81583,0.84027,0.55926,1.01893,0.5581,0.92377,8.675e-05,8.675e-05,8.675e-05
96,215.317,1.21842,0.64266,1.0432,0.78219,0.81583,0.84027,0.55926,1.01893,0.5581,0.92377,7.4375e-05,7.4375e-05,7.4375e-05
97,217.364,1.17769,0.63638,1.02607,0.78691,0.80453,0.83829,0.55314,1.02637,0.55909,0.92646,6.2e-05,6.2e-05,6.2e-05
98,219.456,1.15353,0.61835,1.00906,0.78691,0.80453,0.83829,0.55314,1.02637,0.55909,0.92646,4.9625e-05,4.9625e-05,4.9625e-05
99,221.556,1.23527,0.63957,1.01013,0.78691,0.80453,0.83829,0.55314,1.02637,0.55909,0.92646,3.725e-05,3.725e-05,3.725e-05
100,223.649,1.11431,0.58379,1.02562,0.78216,0.80103,0.83689,0.54731,1.03312,0.56206,0.92945,2.4875e-05,2.4875e-05,2.4875e-05
