epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,4396.27,0.51739,0.32857,0.95655,0.96853,0.97597,0.98975,0.81795,0.53365,0.3272,0.82479,0.00053225,0.00053225,0.00053225
31,4544.71,0.50309,0.31829,0.95063,0.9698,0.97427,0.98914,0.84738,0.52402,0.32461,0.79819,0.0005075,0.0005075,0.0005075
32,4692.84,0.51111,0.32418,0.95687,0.97292,0.97273,0.98963,0.86054,0.51482,0.32278,0.79382,0.00048275,0.00048275,0.00048275
33,4840.95,0.50931,0.31983,0.95294,0.97218,0.97625,0.9902,0.86848,0.5021,0.32146,0.78237,0.000458,0.000458,0.000458
34,4989.3,0.50232,0.31766,0.95156,0.96963,0.97319,0.9895,0.85462,0.5154,0.32782,0.79481,0.00043325,0.00043325,0.00043325
35,5137.68,0.49613,0.31458,0.94883,0.95728,0.97829,0.9887,0.85082,0.50976,0.31576,0.79971,0.0004085,0.0004085,0.0004085
36,5286.51,0.50447,0.31586,0.95325,0.96959,0.98,0.99054,0.86408,0.5097,0.31965,0.78977,0.00038375,0.00038375,0.00038375
37,5435.09,0.48488,0.30567,0.94181,0.97189,0.97773,0.99018,0.8516,0.51884,0.33596,0.80203,0.000359,0.000359,0.000359
38,5583.34,0.49687,0.30597,0.94892,0.97198,0.98352,0.9905,0.8559,0.51009,0.31047,0.79629,0.00033425,0.00033425,0.00033425
39,5731.63,0.48411,0.30231,0.94319,0.97083,0.97467,0.9897,0.86086,0.49937,0.3145,0.78824,0.0003095,0.0003095,0.0003095
40,5879.78,0.48379,0.301,0.94071,0.97037,0.97567,0.9902,0.85077,0.49972,0.30815,0.79139,0.00028475,0.00028475,0.00028475
41,6043.82,0.51789,0.29842,0.94802,0.97199,0.97975,0.99075,0.86035,0.49509,0.30781,0.78744,0.00026,0.00026,0.00026
42,6190.92,0.52127,0.29585,0.9462,0.97204,0.97993,0.99104,0.84552,0.50768,0.3148,0.8038,0.00023525,0.00023525,0.00023525
43,6338.69,0.50982,0.28836,0.94348,0.9733,0.98342,0.99115,0.84988,0.5009,0.30951,0.80401,0.0002105,0.0002105,0.0002105
44,6485.69,0.50361,0.28684,0.93974,0.97635,0.98032,0.99105,0.86367,0.4876,0.30157,0.78598,0.00018575,0.00018575,0.00018575
45,6634.03,0.4983,0.28424,0.93841,0.97366,0.9826,0.99112,0.8528,0.49728,0.30709,0.80276,0.000161,0.000161,0.000161
46,6781.37,0.49253,0.27703,0.93576,0.97652,0.98114,0.99105,0.8584,0.48467,0.29835,0.78799,0.00013625,0.00013625,0.00013625
47,6928.77,0.49547,0.27706,0.93393,0.97637,0.98233,0.99134,0.87579,0.47413,0.30834,0.76795,0.0001115,0.0001115,0.0001115
48,7076.84,0.48969,0.27278,0.92765,0.97571,0.98254,0.99135,0.85831,0.4763,0.28126,0.77757,8.675e-05,8.675e-05,8.675e-05
49,7228.43,0.48672,0.27118,0.92664,0.97726,0.98472,0.99152,0.86015,0.47405,0.28909,0.78104,6.2e-05,6.2e-05,6.2e-05
50,7375.28,0.48263,0.26852,0.92863,0.97671,0.98309,0.99152,0.8656,0.46537,0.27377,0.77158,3.725e-05,3.725e-05,3.725e-05
