epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,686.049,0.34652,0.23615,0.83262,0.98831,0.65609,0.66234,0.63482,0.32092,0.21863,0.78922,0.0010025,0.0010025,0.0010025
22,718.55,0.35403,0.23651,0.83238,0.99001,0.65743,0.66264,0.63505,0.32858,0.21061,0.79134,0.000990125,0.000990125,0.000990125
23,750.924,0.3434,0.23566,0.82863,0.99243,0.65735,0.66283,0.63356,0.29893,0.2006,0.78817,0.00097775,0.00097775,0.00097775
24,783.353,0.33815,0.2345,0.83152,0.99767,0.66226,0.66322,0.63717,0.30635,0.18916,0.78739,0.000965375,0.000965375,0.000965375
25,815.771,0.34182,0.2303,0.83371,0.99323,0.6555,0.66276,0.63853,0.31009,0.19828,0.78773,0.000953,0.000953,0.000953
26,848.174,0.3375,0.22749,0.83483,0.99873,0.66216,0.66328,0.63814,0.30594,0.19519,0.7867,0.000940625,0.000940625,0.000940625
27,880.678,0.33738,0.22332,0.83163,0.99829,0.66184,0.66328,0.63676,0.30123,0.19263,0.78893,0.00092825,0.00092825,0.00092825
28,913.177,0.3356,0.22349,0.83714,0.99907,0.66267,0.6633,0.63931,0.29591,0.18211,0.78574,0.000915875,0.000915875,0.000915875
29,945.984,0.33941,0.22909,0.83178,0.99912,0.66329,0.66331,0.63799,0.31742,0.20727,0.79269,0.0009035,0.0009035,0.0009035
30,978.442,0.32939,0.22489,0.83226,0.99789,0.66253,0.66321,0.63694,0.32347,0.21161,0.78919,0.000891125,0.000891125,0.000891125
31,1011.12,0.32703,0.22012,0.83067,0.99845,0.6631,0.6633,0.6397,0.29348,0.17849,0.7856,0.00087875,0.00087875,0.00087875
32,1043.75,0.32625,0.21825,0.82818,0.99888,0.66075,0.66323,0.63122,0.32405,0.20007,0.78799,0.000866375,0.000866375,0.000866375
33,1076.33,0.33748,0.22048,0.82707,0.99841,0.66268,0.67523,0.64062,0.30536,0.20485,0.78765,0.000854,0.000854,0.000854
34,1108.9,0.32906,0.21786,0.829,0.79716,0.71366,0.68922,0.64157,0.3106,0.20662,0.79001,0.000841625,0.000841625,0.000841625
35,1141.31,0.32688,0.21751,0.82523,0.99766,0.66142,0.67457,0.63931,0.28239,0.18356,0.7833,0.00082925,0.00082925,0.00082925
36,1173.81,0.31653,0.21275,0.82711,0.9975,0.66415,0.66328,0.63453,0.32893,0.20762,0.78677,0.000816875,0.000816875,0.000816875
37,1206.35,0.31842,0.21423,0.82675,0.9977,0.66536,0.66331,0.64023,0.28421,0.1802,0.78252,0.0008045,0.0008045,0.0008045
38,1239.01,0.33209,0.21757,0.83249,0.99793,0.66457,0.6633,0.64075,0.30248,0.18576,0.78577,0.000792125,0.000792125,0.000792125
39,1271.57,0.3314,0.21778,0.83131,0.99872,0.66163,0.66326,0.64023,0.27345,0.16275,0.7816,0.00077975,0.00077975,0.00077975
40,1304.36,0.31405,0.21053,0.82152,0.99853,0.66187,0.66327,0.6422,0.28372,0.17922,0.78307,0.000767375,0.000767375,0.000767375
41,1337.03,0.29924,0.2053,0.8269,0.99777,0.66331,0.66329,0.64372,0.28018,0.16956,0.78173,0.000755,0.000755,0.000755
42,1369.55,0.30547,0.20182,0.82868,0.99822,0.66478,0.66332,0.64023,0.29325,0.18311,0.78361,0.000742625,0.000742625,0.000742625
43,1402.13,0.30973,0.20271,0.82476,0.99859,0.66352,0.66327,0.63833,0.31083,0.18275,0.79113,0.00073025,0.00073025,0.00073025
44,1434.61,0.30818,0.20195,0.82974,0.99745,0.66541,0.6633,0.64343,0.28038,0.16589,0.78146,0.000717875,0.000717875,0.000717875
45,1467.32,0.30494,0.20368,0.82737,0.7224,0.71387,0.71279,0.64457,0.28323,0.17219,0.78225,0.0007055,0.0007055,0.0007055
46,1499.87,0.30133,0.20026,0.82271,0.99911,0.66394,0.6633,0.64067,0.26467,0.17669,0.77949,0.000693125,0.000693125,0.000693125
47,1533.27,0.3072,0.20316,0.83091,0.99037,0.66352,0.6629,0.63834,0.2812,0.1702,0.78,0.00068075,0.00068075,0.00068075
48,1566.84,0.31138,0.20493,0.82204,0.99909,0.664,0.66333,0.6411,0.28228,0.16801,0.78212,0.000668375,0.000668375,0.000668375
49,1599.4,0.31527,0.2031,0.82858,0.9389,0.71366,0.71357,0.64734,0.28074,0.16989,0.78159,0.000656,0.000656,0.000656
50,1632,0.30302,0.19762,0.82547,0.99829,0.66343,0.6633,0.64241,0.26699,0.16649,0.77867,0.000643625,0.000643625,0.000643625
51,1664.58,0.29051,0.19361,0.82248,0.99107,0.661,0.66295,0.64143,0.27978,0.17415,0.78121,0.00063125,0.00063125,0.00063125
52,1697.14,0.30447,0.20079,0.82464,0.9979,0.66415,0.66329,0.64269,0.28776,0.1628,0.78129,0.000618875,0.000618875,0.000618875
53,1729.79,0.29523,0.19597,0.82419,0.95795,0.71282,0.71399,0.64854,0.25741,0.16332,0.77797,0.0006065,0.0006065,0.0006065
54,1762.47,0.28907,0.19039,0.82502,0.99831,0.66316,0.66331,0.64335,0.26755,0.1772,0.77932,0.000594125,0.000594125,0.000594125
55,1795.03,0.29193,0.1903,0.82413,0.96905,0.71266,0.71316,0.64895,0.25067,0.16208,0.77714,0.00058175,0.00058175,0.00058175
56,1827.8,0.2965,0.19076,0.83071,0.95476,0.71282,0.71318,0.64918,0.25391,0.15816,0.77818,0.000569375,0.000569375,0.000569375
57,1860.7,0.29133,0.19201,0.82187,0.97507,0.71261,0.71336,0.65351,0.26654,0.155,0.78096,0.000557,0.000557,0.000557
58,1893.51,0.2929,0.19117,0.82242,0.96119,0.71324,0.71311,0.65278,0.27693,0.16688,0.78053,0.000544625,0.000544625,0.000544625
59,1926.2,0.28626,0.1896,0.82135,0.97343,0.71324,0.71358,0.64915,0.26595,0.15851,0.77811,0.00053225,0.00053225,0.00053225
60,1958.88,0.29297,0.18818,0.82047,0.95603,0.71366,0.71394,0.64742,0.25213,0.14693,0.77638,0.000519875,0.000519875,0.000519875
61,1991.46,0.28751,0.1877,0.82404,0.93733,0.71391,0.71433,0.65859,0.24422,0.15077,0.77589,0.0005075,0.0005075,0.0005075
62,2024.08,0.29181,0.18821,0.82568,0.92011,0.71387,0.71497,0.64727,0.25858,0.15278,0.77768,0.000495125,0.000495125,0.000495125
63,2056.81,0.28372,0.18472,0.81909,0.94885,0.71366,0.7142,0.64902,0.25373,0.15955,0.77833,0.00048275,0.00048275,0.00048275
64,2089.64,0.28972,0.18791,0.82401,0.95522,0.71387,0.71367,0.64703,0.26384,0.15839,0.78005,0.000470375,0.000470375,0.000470375
65,2122.27,0.28179,0.18459,0.82615,0.95866,0.7132,0.71368,0.65442,0.25336,0.15777,0.77788,0.000458,0.000458,0.000458
66,2154.99,0.29488,0.18888,0.82562,0.96609,0.71324,0.71344,0.65789,0.26404,0.15875,0.77934,0.000445625,0.000445625,0.000445625
67,2187.71,0.28567,0.18754,0.8207,0.97433,0.71331,0.71337,0.6481,0.25505,0.1499,0.77771,0.00043325,0.00043325,0.00043325
68,2220.29,0.27492,0.18117,0.82613,0.66515,0.66583,0.66333,0.64408,0.26466,0.15862,0.77874,0.000420875,0.000420875,0.000420875
69,2253,0.27411,0.18145,0.81995,0.95908,0.71337,0.71317,0.64669,0.26768,0.16418,0.77924,0.0004085,0.0004085,0.0004085
70,2285.72,0.2798,0.17955,0.81795,0.9935,0.66373,0.66311,0.64289,0.24766,0.15333,0.77569,0.000396125,0.000396125,0.000396125
71,2318.54,0.27272,0.17808,0.82067,0.97615,0.71279,0.71385,0.64871,0.25841,0.16383,0.778,0.00038375,0.00038375,0.00038375
72,2351.17,0.27067,0.18099,0.82138,0.97044,0.71345,0.71401,0.65033,0.24519,0.16744,0.77629,0.000371375,0.000371375,0.000371375
73,2383.8,0.27566,0.18072,0.82245,0.97208,0.71324,0.71387,0.65551,0.24973,0.15133,0.7766,0.000359,0.000359,0.000359
74,2416.44,0.26937,0.17492,0.81512,0.96572,0.71324,0.71386,0.65442,0.24947,0.15287,0.77605,0.000346625,0.000346625,0.000346625
75,2449.25,0.27282,0.18101,0.81921,0.96672,0.71331,0.71381,0.65323,0.28003,0.16348,0.77757,0.00033425,0.00033425,0.00033425
76,2481.84,0.27133,0.17882,0.81844,0.96245,0.71345,0.71403,0.66005,0.24343,0.15139,0.77504,0.000321875,0.000321875,0.000321875
77,2514.64,0.26594,0.17514,0.81737,0.96669,0.71345,0.71392,0.65957,0.24523,0.15053,0.77496,0.0003095,0.0003095,0.0003095
78,2547.32,0.26512,0.17563,0.81741,0.96699,0.71345,0.71391,0.65903,0.25956,0.15465,0.77676,0.000297125,0.000297125,0.000297125
79,2580.07,0.26455,0.17266,0.82005,0.94815,0.71345,0.71433,0.66016,0.24356,0.15118,0.77499,0.00028475,0.00028475,0.00028475
80,2612.78,0.27323,0.17397,0.81752,0.95746,0.71345,0.71455,0.65934,0.25942,0.15174,0.77653,0.000272375,0.000272375,0.000272375
81,2645.34,0.26476,0.17325,0.8166,0.93772,0.71387,0.71456,0.65935,0.25237,0.14771,0.77587,0.00026,0.00026,0.00026
82,2677.88,0.26108,0.16927,0.82276,0.92973,0.71387,0.71454,0.66088,0.24491,0.15087,0.77548,0.000247625,0.000247625,0.000247625
83,2710.38,0.26318,0.17164,0.81856,0.94181,0.71345,0.71456,0.65675,0.23679,0.14307,0.77382,0.00023525,0.00023525,0.00023525
84,2743.26,0.2576,0.16906,0.81961,0.94745,0.71351,0.71433,0.65482,0.25533,0.15556,0.77552,0.000222875,0.000222875,0.000222875
85,2776.1,0.26239,0.17279,0.81205,0.96428,0.71345,0.71434,0.65561,0.24708,0.151,0.77493,0.0002105,0.0002105,0.0002105
86,2808.68,0.25491,0.16969,0.82247,0.9558,0.71345,0.71444,0.65623,0.24208,0.14415,0.77498,0.000198125,0.000198125,0.000198125
87,2841.41,0.25788,0.16703,0.8196,0.95807,0.71345,0.71445,0.65614,0.24242,0.15855,0.77323,0.00018575,0.00018575,0.00018575
88,2874.02,0.25931,0.17131,0.81686,0.96152,0.71345,0.7142,0.66233,0.23263,0.13968,0.7725,0.000173375,0.000173375,0.000173375
89,2906.71,0.25462,0.16553,0.81495,0.95514,0.71345,0.71415,0.66173,0.2311,0.14291,0.77292,0.000161,0.000161,0.000161
90,2939.32,0.25515,0.16432,0.81749,0.95793,0.71345,0.71424,0.6612,0.23777,0.14177,0.77326,0.000148625,0.000148625,0.000148625
91,2987.62,0.26491,0.16644,0.79163,0.87312,0.71366,0.71475,0.66054,0.24784,0.14984,0.77469,0.00013625,0.00013625,0.00013625
92,3020.65,0.26439,0.16373,0.79505,0.93147,0.71387,0.71499,0.66004,0.2508,0.15457,0.77517,0.000123875,0.000123875,0.000123875
93,3053.6,0.25183,0.15916,0.79769,0.91741,0.71387,0.7149,0.66082,0.24409,0.15386,0.77477,0.0001115,0.0001115,0.0001115
94,3086.24,0.25437,0.15674,0.79189,0.94576,0.71324,0.71457,0.66131,0.24553,0.14654,0.77519,9.9125e-05,9.9125e-05,9.9125e-05
95,3119,0.25664,0.15991,0.79396,0.95894,0.71366,0.71423,0.66149,0.24531,0.14785,0.77506,8.675e-05,8.675e-05,8.675e-05
96,3151.6,0.25075,0.15618,0.78869,0.96604,0.71345,0.71415,0.66128,0.25108,0.15352,0.7759,7.4375e-05,7.4375e-05,7.4375e-05
97,3184.14,0.25166,0.15841,0.78374,0.9607,0.71345,0.7142,0.66119,0.23993,0.14483,0.77483,6.2e-05,6.2e-05,6.2e-05
98,3216.86,0.25227,0.156,0.79182,0.95038,0.71345,0.71423,0.66132,0.23932,0.14535,0.7747,4.9625e-05,4.9625e-05,4.9625e-05
99,3249.44,0.25019,0.15379,0.7897,0.95739,0.71345,0.7142,0.66108,0.24801,0.14765,0.775,3.725e-05,3.725e-05,3.725e-05
100,3281.79,0.24797,0.15378,0.78508,0.95629,0.71345,0.71429,0.66154,0.24075,0.14425,0.77446,2.4875e-05,2.4875e-05,2.4875e-05
