epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,14496,0.5611,0.37509,0.95682,0.95568,0.90499,0.94629,0.76325,0.6919,0.3914,0.87178,0.0004745,0.0004745,0.0004745
96,14648.1,0.56263,0.37415,0.95926,0.95779,0.91037,0.94756,0.76592,0.68848,0.39107,0.87109,0.00046625,0.00046625,0.00046625
97,14797.1,0.55675,0.37195,0.95362,0.96433,0.90865,0.94997,0.76737,0.68855,0.39234,0.88483,0.000458,0.000458,0.000458
98,14950.7,0.55589,0.36997,0.95485,0.95009,0.91204,0.94791,0.761,0.68887,0.39417,0.87069,0.00044975,0.00044975,0.00044975
99,15105,0.55783,0.37018,0.95938,0.95629,0.90858,0.94674,0.76174,0.68661,0.3865,0.87354,0.0004415,0.0004415,0.0004415
100,15254.9,0.55083,0.36655,0.95209,0.96107,0.90873,0.94859,0.76516,0.68589,0.39254,0.87097,0.00043325,0.00043325,0.00043325
101,15407,0.55002,0.36571,0.94883,0.95167,0.91213,0.9468,0.76628,0.68642,0.3939,0.86986,0.000425,0.000425,0.000425
102,15560.5,0.54529,0.36305,0.94833,0.95346,0.91204,0.94774,0.76555,0.68567,0.38277,0.86633,0.00041675,0.00041675,0.00041675
103,15714.4,0.55706,0.36972,0.95415,0.96399,0.90244,0.94726,0.76254,0.67808,0.38174,0.85942,0.0004085,0.0004085,0.0004085
104,15865.3,0.54543,0.36619,0.95141,0.9519,0.91268,0.94656,0.76667,0.68147,0.38434,0.86112,0.00040025,0.00040025,0.00040025
105,16019.5,0.54353,0.36058,0.95023,0.95727,0.91087,0.94953,0.76872,0.68016,0.38021,0.85753,0.000392,0.000392,0.000392
106,16173.8,0.54351,0.3581,0.94975,0.95499,0.9123,0.94735,0.7697,0.67479,0.38488,0.85729,0.00038375,0.00038375,0.00038375
107,16323.5,0.53849,0.35868,0.94725,0.96153,0.90998,0.94815,0.76967,0.67591,0.38764,0.85832,0.0003755,0.0003755,0.0003755
108,16473,0.54134,0.35791,0.94757,0.96123,0.90488,0.9469,0.76779,0.67247,0.38073,0.85374,0.00036725,0.00036725,0.00036725
109,16620.8,0.5367,0.35781,0.94819,0.96025,0.9057,0.94637,0.76758,0.68225,0.38288,0.86674,0.000359,0.000359,0.000359
110,16773.3,inf,0.3521,0.94534,0.95292,0.91537,0.9493,0.77328,0.66987,0.37301,0.85126,0.00035075,0.00035075,0.00035075
111,16925.7,0.52706,0.35474,0.94558,0.95932,0.90692,0.94929,0.77258,0.66313,0.36862,0.84097,0.0003425,0.0003425,0.0003425
112,17078.5,0.53108,0.35579,0.94668,0.96493,0.90359,0.9498,0.77235,0.67046,0.38082,0.85113,0.00033425,0.00033425,0.00033425
113,17227,0.52491,0.34559,0.9392,0.95737,0.91028,0.94951,0.77149,0.67875,0.38464,0.86116,0.000326,0.000326,0.000326
114,17378.2,0.52487,0.34728,0.94021,0.95426,0.91645,0.94812,0.77263,0.67595,0.38177,0.86241,0.00031775,0.00031775,0.00031775
115,17531.1,0.52737,0.34524,0.94105,0.96402,0.91225,0.94494,0.77051,0.67159,0.37793,0.85302,0.0003095,0.0003095,0.0003095
116,17684.1,0.5265,0.34902,0.94512,0.96719,0.90933,0.94727,0.77046,0.66944,0.37379,0.85155,0.00030125,0.00030125,0.00030125
117,17834.4,0.51998,0.34226,0.93962,0.96564,0.90919,0.94834,0.77117,0.66405,0.37066,0.84856,0.000293,0.000293,0.000293
118,17984.7,0.5193,0.34482,0.94148,0.96151,0.91109,0.94887,0.77246,0.66966,0.37848,0.85374,0.00028475,0.00028475,0.00028475
119,18138,0.52292,0.34509,0.941,0.95805,0.91274,0.94548,0.77084,0.6649,0.37428,0.84893,0.0002765,0.0002765,0.0002765
120,18287,0.51621,0.34137,0.93959,0.96111,0.91223,0.95,0.77486,0.66685,0.37382,0.85166,0.00026825,0.00026825,0.00026825
121,18440.5,0.51219,0.34534,0.93397,0.9567,0.9164,0.95002,0.77558,0.66494,0.37087,0.84852,0.00026,0.00026,0.00026
122,18594.1,0.51471,0.33952,0.93814,0.95768,0.91369,0.94953,0.77565,0.66255,0.36871,0.85036,0.00025175,0.00025175,0.00025175
123,18748.2,0.5123,0.33817,0.9374,0.96037,0.91484,0.94936,0.77346,0.6592,0.36867,0.84647,0.0002435,0.0002435,0.0002435
124,18900.8,0.51995,0.34278,0.94959,0.96117,0.91501,0.94911,0.77683,0.65963,0.36801,0.84394,0.00023525,0.00023525,0.00023525
125,19054.7,0.51043,0.3358,0.93505,0.95882,0.91825,0.94786,0.77535,0.66594,0.3694,0.84915,0.000227,0.000227,0.000227
126,19208.7,0.50554,0.33328,0.93392,0.96163,0.91356,0.94952,0.77918,0.6579,0.36459,0.83997,0.00021875,0.00021875,0.00021875
127,19362.9,0.50419,0.33169,0.93083,0.96809,0.91008,0.95064,0.7792,0.65874,0.36301,0.84033,0.0002105,0.0002105,0.0002105
128,19516.8,0.50086,0.32937,0.93292,0.9645,0.91193,0.9514,0.77882,0.65913,0.36326,0.84071,0.00020225,0.00020225,0.00020225
129,19670.1,0.50392,0.3281,0.93376,0.96554,0.91146,0.95265,0.77882,0.66056,0.36187,0.84214,0.000194,0.000194,0.000194
130,19819.1,0.50031,0.33115,0.93539,0.96583,0.90962,0.95083,0.77878,0.6576,0.35915,0.84021,0.00018575,0.00018575,0.00018575
131,19972.1,0.49949,0.32643,0.93324,0.95904,0.91556,0.95065,0.77694,0.66254,0.36404,0.84733,0.0001775,0.0001775,0.0001775
132,20121.5,0.49172,0.32765,0.93012,0.96776,0.90926,0.95088,0.77585,0.66365,0.36262,0.84939,0.00016925,0.00016925,0.00016925
